timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix)
1480499943.50,0.246799,0.637303,2.806136,1.653181,-0.418211,-0.261912,0.196346,-0.595030,-0.779351,0.198445,-1.257524,-1.560188,-4.560871,-31.855997,15.214706,,,,,,
1480499943.51,0.250873,0.654607,2.797772,1.738537,0.002552,-0.187421,0.196933,-0.608848,-0.768454,0.031323,-1.062554,-0.943887,-4.057574,-31.344749,16.374861,,,,,,
1480499943.52,0.257861,0.672270,2.790474,1.718190,0.302447,-0.077052,0.199525,-0.622764,-0.756542,-0.065598,-0.831948,-0.523549,-4.057574,-31.344749,16.374861,,,,,,
1480499943.53,0.266590,0.688931,2.784728,1.570930,0.531361,0.022184,0.203359,-0.635713,-0.744658,-0.072438,-0.360641,-0.131411,-3.980953,-30.731627,17.516066,,,,,,
1480499943.54,0.276300,0.704199,2.780589,1.423043,0.696919,0.129327,0.207907,-0.647424,-0.733224,-0.058356,-0.116233,0.040978,-3.980953,-30.731627,17.516066,,,,,,
1480499943.55,0.285281,0.719200,2.778878,1.373719,0.739513,0.323049,0.211727,-0.658783,-0.721925,-0.080532,0.108185,0.238649,-4.232024,-30.136898,18.464851,,,,,,
1480499943.56,0.292120,0.734737,2.779729,1.379048,0.662073,0.515237,0.213686,-0.670392,-0.710572,-0.113542,0.353162,0.423661,-4.466167,-29.848433,18.873735,,,,,,
1480499943.57,0.295588,0.750723,2.782275,1.373350,0.412268,0.622202,0.212999,-0.682167,-0.699485,-0.090654,0.596520,0.525809,-4.466167,-29.848433,18.873735,,,,,,
1480499943.59,0.294235,0.766050,2.785860,1.266008,-0.013453,0.654414,0.208995,-0.693294,-0.689684,-0.035839,0.776836,0.554263,-5.046789,-29.225584,19.684729,,,,,,
1480499943.60,0.287536,0.779063,2.789830,1.019867,-0.478129,0.578368,0.201795,-0.702613,-0.682359,-0.019483,0.924354,0.592225,-5.046789,-29.225584,19.684729,,,,,,
1480499943.61,0.278105,0.788338,2.792969,0.687865,-0.708533,0.386839,0.193554,-0.709182,-0.677936,-0.059719,1.063430,0.671726,-5.377014,-28.642736,20.439537,,,,,,
1480499943.62,0.271097,0.793460,2.793468,0.388831,-0.560885,0.074656,0.187822,-0.712785,-0.675767,-0.162584,1.164979,0.806214,-5.377014,-28.642736,20.439537,,,,,,
1480499943.63,0.271173,0.795924,2.790244,0.245736,-0.072880,-0.190292,0.187402,-0.714510,-0.674059,-0.281549,1.222628,0.996187,-5.274014,-28.337109,20.887470,,,,,,
1480499943.64,0.277482,0.796319,2.787166,0.018193,0.529087,-0.165131,0.191574,-0.714787,-0.672591,-0.438843,1.230351,1.219833,-5.274014,-28.337109,20.887470,,,,,,
1480499943.65,0.286858,0.793108,2.787158,-0.391982,0.970992,-0.055074,0.198521,-0.712537,-0.672964,-0.605671,1.184934,1.399267,-5.215167,-28.272675,20.989315,,,,,,
1480499943.66,0.296023,0.786548,2.790431,-0.727848,1.079141,0.055712,0.206039,-0.707919,-0.675573,-0.600311,1.098865,1.440343,-5.215167,-28.272675,20.989315,,,,,,
1480499943.67,0.302355,0.777537,2.796120,-0.972327,0.914680,0.125700,0.212203,-0.701526,-0.680317,-0.471313,0.964374,1.394092,-5.632996,-28.484093,20.591726,,,,,,
1480499943.68,0.305178,0.766840,2.802985,-1.120755,0.635443,0.136293,0.216365,-0.693863,-0.686833,-0.386989,0.889511,1.268163,-5.878508,-28.677328,20.252098,,,,,,
1480499943.69,0.305340,0.755602,2.809068,-1.113073,0.337802,0.052330,0.218807,-0.685727,-0.694192,-0.327190,0.865247,1.052544,-5.878508,-28.677328,20.252098,,,,,,
1480499943.70,0.304541,0.745356,2.812655,-0.930570,0.098538,-0.091371,0.220347,-0.678234,-0.701032,-0.317973,0.808223,0.848844,-6.183898,-29.134655,19.494223,,,,,,
1480499943.71,0.303837,0.737975,2.813338,-0.573368,-0.052347,-0.177951,0.221346,-0.672791,-0.705944,-0.326525,0.776292,0.679470,-6.183898,-29.134655,19.494223,,,,,,
1480499943.72,0.303554,0.734906,2.811926,-0.133383,-0.133934,-0.171634,0.221762,-0.670518,-0.707974,-0.347891,0.761231,0.537595,-6.143444,-29.490244,18.965153,,,,,,
1480499943.74,0.303436,0.735754,2.809279,0.199450,-0.186999,-0.147881,0.221508,-0.671147,-0.707458,-0.348980,0.726856,0.417495,-6.143444,-29.490244,18.965153,,,,,,
1480499943.75,0.303329,0.738470,2.805810,0.339113,-0.246173,-0.156902,0.220887,-0.673158,-0.705739,-0.282685,0.695237,0.317555,-5.979854,-29.534798,18.948101,,,,,,
1480499943.76,0.302220,0.741368,2.802183,0.321743,-0.361156,-0.156615,0.219523,-0.675297,-0.704119,-0.206553,0.630970,0.263964,-5.979854,-29.534798,18.948101,,,,,,
1480499943.77,0.299486,0.743441,2.799127,0.211153,-0.476125,-0.136305,0.217184,-0.676825,-0.703377,-0.178548,0.566183,0.307152,-5.767294,-29.422384,19.187366,,,,,,
1480499943.78,0.295027,0.743515,2.797429,-0.026821,-0.526971,-0.098776,0.214031,-0.676879,-0.704291,-0.178814,0.564025,0.445746,-5.767294,-29.422384,19.187366,,,,,,
1480499943.79,0.290274,0.740682,2.797703,-0.332885,-0.375458,-0.043785,0.211229,-0.674791,-0.707134,-0.178651,0.565386,0.581936,-5.486993,-29.378288,19.336557,,,,,,
1480499943.80,0.287065,0.735374,2.800285,-0.586708,-0.045110,0.057693,0.209970,-0.670865,-0.711234,-0.148431,0.562665,0.716055,-5.380430,-29.435173,19.279911,,,,,,
1480499943.81,0.286749,0.728355,2.805337,-0.769920,0.391365,0.181201,0.211072,-0.665643,-0.715799,-0.108044,0.575494,0.953134,-5.380430,-29.435173,19.279911,,,,,,
1480499943.82,0.288839,0.720006,2.812281,-0.922781,0.691917,0.265317,0.214143,-0.659389,-0.720659,-0.070756,0.568004,1.018999,-5.467690,-29.680931,18.874323,,,,,,
1480499943.83,0.292048,0.711097,2.820533,-0.969471,0.821685,0.336030,0.218137,-0.652665,-0.725565,-0.023893,0.553575,0.996607,-5.467690,-29.680931,18.874323,,,,,,
1480499943.84,0.294518,0.702446,2.829284,-0.941394,0.727636,0.361956,0.221559,-0.646086,-0.730400,0.022276,0.539473,0.884910,-5.931494,-30.013622,18.195965,,,,,,
1480499943.85,0.294835,0.694831,2.837254,-0.803762,0.416181,0.329535,0.223214,-0.640256,-0.735016,0.074622,0.545910,0.711273,-5.931494,-30.013622,18.195965,,,,,,
1480499943.86,0.291376,0.688953,2.842730,-0.590269,-0.141885,0.160292,0.221748,-0.635729,-0.739376,0.117714,0.576266,0.498729,-6.400805,-30.311409,17.531160,,,,,,
1480499943.87,0.285336,0.682686,2.843497,-0.597637,-0.645621,-0.212974,0.218395,-0.630879,-0.744510,0.146183,0.580327,0.283282,-6.400805,-30.311409,17.531160,,,,,,
1480499943.89,0.278368,0.672935,2.840323,-0.905036,-0.845976,-0.556966,0.214882,-0.623284,-0.751893,0.130775,0.530968,0.077165,-6.339677,-30.529953,17.170429,,,,,,
1480499943.90,0.277423,0.657673,2.834642,-1.375897,-0.187705,-0.860214,0.216752,-0.611277,-0.761156,0.035263,0.421351,-0.116255,-6.339677,-30.529953,17.170429,,,,,,
1480499943.91,0.289128,0.638174,2.829078,-1.707120,1.103809,-0.894593,0.229002,-0.595730,-0.769847,-0.132978,0.221874,-0.207555,-5.694651,-30.984776,16.571297,,,,,,
1480499943.92,0.309968,0.615154,2.826915,-2.137582,2.023642,-0.757532,0.249112,-0.577084,-0.777764,-0.288159,-0.086337,-0.204932,-5.528002,-31.323811,15.979784,,,,,,
1480499943.93,0.334536,0.586948,2.828961,-2.668462,2.508210,-0.657579,0.273380,-0.553822,-0.786476,-0.362338,-0.519100,-0.186073,-5.528002,-31.323811,15.979784,,,,,,
1480499943.94,0.360272,0.558430,2.834355,-2.577044,2.712821,-0.444330,0.298975,-0.529856,-0.793641,0.135488,-1.454168,-0.884215,-5.709878,-32.147758,14.177883,,,,,,
1480499943.95,0.384960,0.537024,2.841488,-1.876466,2.590686,-0.118320,0.322662,-0.511581,-0.796350,0.414277,-1.846619,-1.412314,-5.709878,-32.147758,14.177883,,,,,,
1480499943.96,0.403064,0.523980,2.847238,-1.130443,1.689472,-0.050503,0.339614,-0.500330,-0.796450,0.397325,-1.857870,-1.412214,-6.214211,-32.859234,12.196222,,,,,,
1480499943.97,0.408774,0.515629,2.848099,-0.631563,0.175073,-0.323715,0.345805,-0.493082,-0.798304,0.994557,-2.189993,-2.688711,-6.214211,-32.859234,12.196222,,,,,,
1480499943.98,0.401398,0.510054,2.842988,-0.206201,-1.245915,-0.673838,0.340976,-0.488224,-0.803351,1.233213,-2.282024,-3.374674,-6.434114,-33.136009,11.300468,,,,,,
1480499943.99,0.387189,0.508197,2.832891,0.282551,-1.894882,-0.858809,0.329869,-0.486603,-0.808953,1.214901,-2.080093,-3.674507,-6.434114,-33.136009,11.300468,,,,,,
1480499944.00,0.373640,0.512024,2.820161,0.871303,-1.779649,-0.801150,0.318196,-0.489943,-0.811608,0.958812,-1.766909,-3.522895,-5.602925,-33.246368,11.418387,,,,,,
1480499944.01,0.365123,0.522846,2.807019,1.471547,-1.266019,-0.566386,0.309361,-0.499348,-0.809288,0.642620,-1.524410,-3.060005,-5.602925,-33.246368,11.418387,,,,,,
1480499944.02,0.361647,0.539526,2.795009,1.894256,-0.782120,-0.280559,0.303556,-0.513729,-0.802456,0.443773,-1.356067,-2.493641,-4.673663,-33.066372,12.323364,,,,,,
1480499944.03,0.360753,0.559976,2.784863,2.118710,-0.533901,-0.014062,0.299068,-0.531166,-0.792730,0.428776,-1.228539,-2.006174,-4.429025,-32.839401,13.001947,,,,,,
1480499944.05,0.359474,0.582513,2.777131,2.199420,-0.517069,0.236123,0.293767,-0.550124,-0.781706,0.427257,-1.053559,-1.610842,-4.429025,-32.839401,13.001947,,,,,,
1480499944.06,0.355875,0.606044,2.772688,2.166578,-0.584146,0.523034,0.286362,-0.569621,-0.770408,0.385712,-0.816167,-1.244850,-4.300631,-32.207584,14.535112,,,,,,
1480499944.07,0.349783,0.629712,2.772582,2.046899,-0.559075,0.837220,0.276964,-0.588912,-0.759259,0.216536,-0.252519,-0.525608,-4.300631,-32.207584,14.535112,,,,,,
1480499944.08,0.342389,0.653161,2.777139,1.914525,-0.381168,1.137816,0.266632,-0.607700,-0.748069,0.143890,0.007969,-0.199974,-4.523009,-31.454092,16.039822,,,,,,
1480499944.09,0.335076,0.676303,2.785434,1.820984,-0.151464,1.333402,0.256460,-0.625914,-0.736519,0.091913,0.242964,0.125938,-4.523009,-31.454092,16.039822,,,,,,
1480499944.10,0.328339,0.699621,2.795325,1.841255,-0.012473,1.396196,0.246719,-0.643928,-0.724214,0.043855,0.456901,0.410585,-5.192548,-30.656197,17.329988,,,,,,
1480499944.11,0.321896,0.723499,2.805370,1.898340,0.006169,1.371521,0.237115,-0.662011,-0.710998,-0.004250,0.674676,0.631011,-5.192548,-30.656197,17.329988,,,,,,
1480499944.12,0.316462,0.746471,2.812903,1.853337,-0.060459,1.072533,0.228454,-0.679052,-0.697637,-0.092132,0.914511,0.771154,-6.082987,-29.776005,18.533218,,,,,,
1480499944.13,0.313989,0.766136,2.813802,1.684234,-0.210289,0.461148,0.222559,-0.693356,-0.685365,-0.210550,1.122479,0.858384,-6.082987,-29.776005,18.533218,,,,,,
1480499944.14,0.317111,0.781950,2.806133,1.524710,-0.187887,-0.181005,0.221251,-0.704664,-0.674163,-0.338896,1.284178,0.946456,-6.605191,-28.917194,19.678942,,,,,,
1480499944.15,0.326785,0.793475,2.793060,1.187024,0.138517,-0.548687,0.225140,-0.712795,-0.664256,-0.510495,1.391917,1.081904,-6.551792,-28.585716,20.174841,,,,,,
1480499944.16,0.340966,0.798037,2.780521,0.474575,0.595445,-0.644019,0.233448,-0.715987,-0.657924,-0.728397,1.439834,1.249935,-6.551792,-28.585716,20.174841,,,,,,
1480499944.17,0.354763,0.794123,2.772897,-0.389419,0.816290,-0.570163,0.243474,-0.713249,-0.657264,-0.858693,1.439796,1.419334,-6.330578,-28.231550,20.736361,,,,,,
1480499944.18,0.364981,0.783039,2.770820,-1.080017,0.811076,-0.469055,0.252983,-0.705437,-0.662086,-0.839134,1.346626,1.591530,-6.330578,-28.231550,20.736361,,,,,,
1480499944.20,0.371900,0.767103,2.773308,-1.553758,0.812262,-0.348556,0.261610,-0.694053,-0.670709,-0.754851,1.154349,1.737360,-6.352834,-28.545383,20.295221,,,,,,
1480499944.21,0.376504,0.748582,2.779091,-1.806271,0.791178,-0.246649,0.269377,-0.680601,-0.681336,-0.438200,0.968397,1.660615,-6.352834,-28.545383,20.295221,,,,,,
1480499944.22,0.379617,0.729159,2.785647,-1.853147,0.663846,-0.261486,0.276343,-0.666242,-0.692644,-0.357413,0.922926,1.455934,-6.493309,-29.266729,19.193459,,,,,,
1480499944.23,0.381876,0.710511,2.790383,-1.689788,0.444693,-0.369358,0.282488,-0.652221,-0.703426,-0.318987,0.868057,1.229091,-6.493309,-29.266729,19.193459,,,,,,
1480499944.24,0.383554,0.694488,2.791585,-1.315570,0.150513,-0.521429,0.287543,-0.639992,-0.712551,-0.310172,0.836189,1.003063,-6.547013,-30.022778,17.968388,,,,,,
1480499944.25,0.384390,0.682734,2.788242,-0.791849,-0.203900,-0.671839,0.290939,-0.630917,-0.719235,-0.343689,0.828320,0.780315,-6.435688,-30.325733,17.493574,,,,,,
1480499944.26,0.384880,0.676027,2.780487,-0.232289,-0.466955,-0.778193,0.292874,-0.625699,-0.722998,-0.379345,0.802197,0.573752,-6.435688,-30.325733,17.493574,,,,,,
1480499944.27,0.385796,0.674162,2.769807,0.237552,-0.546973,-0.782941,0.293974,-0.624243,-0.723810,-0.379240,0.760916,0.398218,-5.883167,-30.657793,17.105015,,,,,,
1480499944.28,0.387093,0.675551,2.758185,0.487777,-0.565200,-0.719336,0.294585,-0.625327,-0.722624,-0.358230,0.706886,0.269056,-5.883167,-30.657793,17.105015,,,,,,
1480499944.29,0.387642,0.678039,2.747295,0.505777,-0.588779,-0.622366,0.294393,-0.627267,-0.721019,-0.311467,0.644265,0.233516,-5.181334,-30.642683,17.357227,,,,,,
1480499944.30,0.387427,0.679715,2.738278,0.340457,-0.526258,-0.522247,0.293840,-0.628572,-0.720108,-0.270281,0.554338,0.306732,-5.181334,-30.642683,17.357227,,,,,,
1480499944.31,0.386799,0.679217,2.732127,0.044987,-0.376932,-0.400358,0.293506,-0.628184,-0.720582,-0.238895,0.493175,0.426851,-4.577162,-30.534752,17.713610,,,,,,
1480499944.32,0.386127,0.675782,2.729557,-0.317165,-0.157917,-0.258304,0.293832,-0.625508,-0.722774,-0.209863,0.474766,0.575100,-4.577162,-30.534752,17.713610,,,,,,
1480499944.33,0.385280,0.669853,2.730131,-0.591374,-0.021471,-0.140058,0.294609,-0.620870,-0.726447,-0.211693,0.407736,0.820884,-4.219645,-30.588081,17.710373,,,,,,
1480499944.35,0.383040,0.662689,2.733608,-0.748158,-0.007775,0.035884,0.294636,-0.615239,-0.731212,-0.202518,0.395177,0.874278,-4.219645,-30.588081,17.710373,,,,,,
1480499944.36,0.379127,0.656034,2.739937,-0.739037,-0.002651,0.259378,0.293281,-0.609979,-0.736147,-0.164436,0.384408,0.848329,-4.149194,-30.829657,17.303463,,,,,,
1480499944.37,0.373714,0.650983,2.747922,-0.624130,-0.077532,0.402656,0.290413,-0.605968,-0.740582,-0.109734,0.398235,0.708081,-4.215560,-30.958687,17.055267,,,,,,
1480499944.38,0.367748,0.647765,2.755182,-0.415729,-0.171697,0.379031,0.286689,-0.603406,-0.744117,-0.036720,0.397794,0.542091,-4.215560,-30.958687,17.055267,,,,,,
1480499944.39,0.363119,0.646677,2.759097,-0.121978,-0.207566,0.173338,0.283475,-0.602538,-0.746050,0.037265,0.384703,0.359026,-4.436276,-31.127411,16.688238,,,,,,
1480499944.40,0.364462,0.647128,2.757766,0.126152,0.187382,-0.168412,0.284380,-0.602897,-0.745415,0.048186,0.394523,0.175423,-4.436276,-31.127411,16.688238,,,,,,
1480499944.41,0.378783,0.648109,2.751290,0.308047,1.302323,-0.492673,0.294806,-0.603680,-0.740716,0.014199,0.369107,-0.007758,-4.460276,-31.142086,16.654423,,,,,,
1480499944.42,0.412400,0.650158,2.740965,0.522032,2.997600,-0.666030,0.319040,-0.605312,-0.729254,-0.070886,0.244274,-0.179117,-4.460276,-31.142086,16.654423,,,,,,
1480499944.43,0.462022,0.650797,2.729661,0.304684,4.255846,-0.770476,0.354646,-0.605821,-0.712185,-0.163057,-0.018187,-0.308857,-4.741266,-31.062368,16.725525,,,,,,
1480499944.44,0.516529,0.644587,2.720581,-0.343148,4.607192,-0.889131,0.394770,-0.600868,-0.695064,-0.151667,-0.439873,-0.480809,-4.741266,-31.062368,16.725525,,,,,,
1480499944.45,0.563484,0.637333,2.714237,-0.255055,3.745454,-0.681563,0.429276,-0.595054,-0.679435,0.023238,-0.979806,-0.874092,-5.729457,-31.113541,16.316071,,,,,,
1480499944.46,0.593120,0.638244,2.708897,0.490702,2.003167,-0.120942,0.448918,-0.595786,-0.665967,0.316539,-1.701043,-1.504123,-5.729457,-31.113541,16.316071,,,,,,
1480499944.47,0.599188,0.650781,2.707832,1.156133,0.000864,0.859609,0.448702,-0.605808,-0.657010,0.622098,-2.470761,-2.132189,-6.498001,-31.190071,15.876046,,,,,,
1480499944.48,0.579283,0.672442,2.716341,1.348573,-1.781555,1.889977,0.428252,-0.622898,-0.654675,2.022050,-2.873471,-3.752308,-6.498001,-31.190071,15.876046,,,,,,
1480499944.49,0.537587,0.696544,2.735797,1.071068,-3.022942,2.516778,0.392786,-0.641571,-0.658867,2.560583,-2.759568,-4.009773,-7.083095,-30.617083,16.718773,,,,,,
1480499944.51,0.481328,0.717009,2.762998,0.611643,-3.760347,2.621691,0.348965,-0.657133,-0.668131,2.738422,-2.549105,-3.624578,-7.360404,-30.220583,17.309944,,,,,,
1480499944.52,0.419822,0.731817,2.792598,0.272900,-3.915558,2.399465,0.303237,-0.668223,-0.679357,2.353044,-2.250570,-2.787593,-7.360404,-30.220583,17.309944,,,,,,
1480499944.53,0.363003,0.742805,2.820012,0.239651,-3.426215,2.056916,0.261545,-0.676356,-0.688575,1.595938,-1.830113,-1.848488,-7.554512,-29.609705,18.256180,,,,,,
1480499944.54,0.318933,0.753606,2.842187,0.536417,-2.443741,1.670893,0.228652,-0.684273,-0.692452,0.809297,-1.356224,-1.051903,-7.554512,-29.609705,18.256180,,,,,,
1480499944.55,0.291152,0.767099,2.857227,1.026162,-1.371562,1.237755,0.206659,-0.694050,-0.689628,-0.178385,-0.580410,-0.096139,-7.533345,-29.160423,18.973976,,,,,,
1480499944.56,0.278508,0.784137,2.864345,1.509661,-0.519425,0.797632,0.194644,-0.706214,-0.680717,-0.372866,-0.238549,0.107185,-7.618518,-28.866894,19.384373,,,,,,
1480499944.57,0.277399,0.804147,2.864899,1.866006,0.059838,0.479049,0.189980,-0.720239,-0.667205,-0.466240,0.072397,0.190597,-7.618518,-28.866894,19.384373,,,,,,
1480499944.58,0.283157,0.825448,2.862206,1.967093,0.439973,0.368487,0.189489,-0.734852,-0.651219,-0.465749,0.087009,0.174611,-7.618518,-28.866894,19.384373,,,,,,
1480499944.59,0.291901,0.845463,2.859410,1.783509,0.670707,0.365196,0.190904,-0.748278,-0.635323,-0.460222,0.401400,0.229286,-8.090075,-27.601244,20.971775,,,,,,
1480499944.60,0.300046,0.862602,2.858610,1.464931,0.695372,0.446876,0.192254,-0.759538,-0.621403,-0.367364,0.660935,0.328785,-8.090075,-27.601244,20.971775,,,,,,
1480499944.61,0.303892,0.876655,2.860946,1.130466,0.454469,0.544907,0.191429,-0.768603,-0.610413,-0.243874,0.812686,0.466462,-8.622207,-26.754578,21.839039,,,,,,
1480499944.62,0.302160,0.887526,2.865888,0.798780,0.103584,0.603510,0.187874,-0.775512,-0.602731,-0.154152,0.912231,0.631066,-8.622207,-26.754578,21.839039,,,,,,
1480499944.63,0.294174,0.895424,2.874066,0.489021,-0.230257,0.686825,0.181273,-0.780474,-0.598331,-0.111403,1.011111,0.765262,-9.105804,-26.154028,22.363911,,,,,,
1480499944.64,0.283770,0.900260,2.882052,0.246989,-0.423617,0.516738,0.173979,-0.783489,-0.596554,-0.055785,1.113033,0.818066,-9.105804,-26.154028,22.363911,,,,,,
1480499944.66,0.276048,0.902494,2.886407,0.097807,-0.381607,0.222279,0.168890,-0.784875,-0.596194,-0.043829,1.193414,0.838717,-9.322983,-25.822197,22.658102,,,,,,
1480499944.67,0.273565,0.902746,2.887025,-0.011361,-0.085579,0.002263,0.167356,-0.785031,-0.596421,-0.086515,1.238598,0.875535,-9.322983,-25.822197,22.658102,,,,,,
1480499944.68,0.276941,0.901534,2.887111,-0.163184,0.450356,-0.037119,0.169628,-0.784280,-0.596768,-0.289761,1.281945,1.000119,-9.273944,-25.753262,22.756468,,,,,,
1480499944.69,0.284913,0.896704,2.887050,-0.535680,0.818389,-0.168152,0.175443,-0.781274,-0.599025,-0.439054,1.285684,1.066738,-9.345040,-25.782686,22.693981,,,,,,
1480499944.70,0.294819,0.886964,2.886511,-0.966679,0.883202,-0.327442,0.183571,-0.775158,-0.604510,-0.478996,1.248165,1.150790,-9.345040,-25.782686,22.693981,,,,,,
1480499944.71,0.303546,0.873379,2.886357,-1.281287,0.775081,-0.391378,0.191969,-0.766503,-0.612879,-0.406950,1.214608,1.165049,-9.619567,-26.136259,22.168745,,,,,,
1480499944.72,0.310154,0.857585,2.887407,-1.466361,0.671099,-0.378858,0.199685,-0.756265,-0.623048,-0.413507,1.132211,1.163866,-9.619567,-26.136259,22.168745,,,,,,
1480499944.73,0.315269,0.840872,2.889446,-1.532820,0.606904,-0.360746,0.206760,-0.745225,-0.633948,-0.420902,1.116593,1.119300,-9.750286,-26.828564,21.266253,,,,,,
1480499944.74,0.320151,0.824596,2.890914,-1.441145,0.536321,-0.400275,0.213642,-0.734273,-0.644360,-0.384540,1.087820,1.005642,-9.750286,-26.828564,21.266253,,,,,,
1480499944.75,0.325165,0.810092,2.890539,-1.213349,0.407692,-0.470331,0.220249,-0.724350,-0.653305,-0.311436,0.988571,0.870376,-9.794506,-27.573292,20.270044,,,,,,
1480499944.76,0.329974,0.798359,2.888013,-0.904700,0.239486,-0.516785,0.226127,-0.716212,-0.660233,-0.254173,0.894816,0.751053,-9.794506,-27.573292,20.270044,,,,,,
1480499944.77,0.334642,0.790007,2.883568,-0.552058,0.110128,-0.535399,0.231163,-0.710358,-0.664797,-0.244255,0.824250,0.631395,-9.661842,-28.155218,19.519882,,,,,,
1480499944.78,0.339401,0.785074,2.877307,-0.217159,0.006850,-0.543381,0.235488,-0.706878,-0.666985,-0.258315,0.765441,0.499810,-9.661842,-28.155218,19.519882,,,,,,
1480499944.79,0.344387,0.783141,2.869704,0.061209,-0.046930,-0.532257,0.239271,-0.705509,-0.667088,-0.264555,0.717182,0.394994,-9.372220,-28.459536,19.217434,,,,,,
1480499944.82,0.355522,0.782977,2.852571,0.195345,-0.058354,-0.535793,0.246725,-0.705393,-0.664491,-0.284597,0.574655,0.345094,-9.201906,-28.512976,19.220526,,,,,,
1480499944.81,0.349906,0.782911,2.861252,0.195118,-0.038034,-0.534828,0.243005,-0.705346,-0.665910,-0.280877,0.574609,0.346513,-9.201906,-28.512976,19.220526,,,,,,
1480499944.84,0.363247,0.779956,2.837810,-0.090784,-0.139695,-0.486693,0.252607,-0.703248,-0.664554,-0.338742,0.530137,0.527256,-8.856550,-28.539173,19.343493,,,,,,
1480499944.83,0.359974,0.782230,2.844579,0.089182,-0.124254,-0.514893,0.249866,-0.704863,-0.663879,-0.336002,0.531752,0.526581,-8.856550,-28.539173,19.343493,,,,,,
1480499944.85,0.366192,0.775653,2.832174,-0.292375,-0.069390,-0.502324,0.255644,-0.700182,-0.666626,-0.374952,0.545870,0.621018,-8.494107,-28.616886,19.391167,,,,,,
1480499944.86,0.370952,0.769370,2.826638,-0.447851,0.144899,-0.577450,0.260404,-0.695683,-0.669489,-0.393888,0.566761,0.702417,-8.494107,-28.616886,19.391167,,,,,,
1480499944.87,0.378584,0.761903,2.820572,-0.510381,0.371142,-0.652593,0.267418,-0.690300,-0.672290,-0.364159,0.584160,0.769061,-8.168744,-28.845942,19.190536,,,,,,
1480499944.88,0.388512,0.754220,2.813739,-0.479296,0.530469,-0.714512,0.276081,-0.684720,-0.674491,-0.358447,0.582959,0.805152,-8.168744,-28.845942,19.190536,,,,,,
1480499944.89,0.400897,0.747343,2.805897,-0.350566,0.699452,-0.747572,0.286243,-0.679692,-0.675339,-0.359668,0.576131,0.792695,-7.918907,-29.162493,18.813114,,,,,,
1480499944.90,0.415055,0.742017,2.796630,-0.149407,0.728288,-0.803634,0.297231,-0.675776,-0.674522,-0.316182,0.573710,0.687706,-7.918907,-29.162493,18.813114,,,,,,
1480499944.91,0.429782,0.737892,2.784178,0.039303,0.534473,-1.002928,0.308291,-0.672729,-0.672601,-0.240878,0.561020,0.520882,-7.719251,-29.408129,18.511307,,,,,,
1480499944.93,0.461435,0.722197,2.747133,-0.330651,0.285054,-1.785867,0.334083,-0.661035,-0.671879,-0.073097,0.399545,0.152622,-7.539511,-29.484888,18.463221,,,,,,
1480499944.92,0.444981,0.732371,2.767422,-0.003531,0.326742,-1.374467,0.320072,-0.668634,-0.671180,-0.059086,0.407145,0.151923,-7.539511,-29.484888,18.463221,,,,,,
1480499944.94,0.479871,0.705761,2.727429,-0.900923,0.625387,-1.963734,0.351381,-0.648613,-0.675153,-0.043505,0.239434,-0.059359,-6.729220,-29.752508,18.346642,,,,,,
1480499944.95,0.500204,0.681995,2.713865,-1.707477,1.249850,-1.863958,0.372325,-0.630343,-0.681206,-0.139400,-0.237180,-0.329307,-6.729220,-29.752508,18.346642,,,,,,
1480499944.97,0.520185,0.653522,2.709090,-2.253634,1.663963,-1.495162,0.394624,-0.607987,-0.688930,0.167754,-1.108947,-0.574330,-5.801474,-30.438700,17.519186,,,,,,
1480499944.98,0.535555,0.626978,2.712758,-2.255007,1.588108,-0.830534,0.413258,-0.586700,-0.696420,0.149120,-1.130234,-0.566840,-5.801474,-30.438700,17.519186,,,,,,
1480499944.99,0.541130,0.606555,2.724170,-2.031866,0.946266,-0.033588,0.423219,-0.570040,-0.704230,0.530272,-1.723921,-0.831643,-5.514362,-31.388002,15.858075,,,,,,
1480499945.00,0.533412,0.591000,2.741966,-1.937098,-0.048881,0.561733,0.422229,-0.557191,-0.715025,0.953275,-2.255278,-1.329912,-5.514362,-31.388002,15.858075,,,,,,
1480499945.01,0.512041,0.578501,2.762704,-1.762200,-1.232144,0.884580,0.410233,-0.546770,-0.729898,1.537902,-2.517409,-2.079321,-5.807489,-32.028297,14.406760,,,,,,
1480499945.02,0.479206,0.570205,2.783032,-1.313499,-2.270955,1.072808,0.388129,-0.539804,-0.746972,2.055612,-2.641592,-2.765204,-5.807489,-32.028297,14.406760,,,,,,
1480499945.03,0.441766,0.567131,2.800699,-0.724192,-2.656601,1.118265,0.360604,-0.537215,-0.762473,2.214195,-2.650087,-3.088052,-6.008563,-32.396118,13.471527,,,,,,
1480499945.05,0.383392,0.577244,2.819435,0.682679,-1.910961,0.623937,0.313458,-0.545717,-0.777134,1.699374,-2.016508,-2.904492,-6.022374,-32.449688,13.335746,,,,,,
