timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix)
1480499947.39,0.481442,0.723140,2.856053,0.147668,0.046558,-0.171112,0.347169,-0.661742,-0.664508,-0.447465,0.695098,0.482196,-9.202209,-27.182783,18.412432,,,,,,
1480499947.40,0.483323,0.723508,2.853752,0.077898,0.024203,-0.110395,0.348305,-0.662018,-0.663638,-0.400353,0.657074,0.436084,-9.202209,-27.182783,18.412432,,,,,,
1480499947.42,0.483449,0.722779,2.853396,-0.097232,-0.016235,-0.037705,0.348613,-0.661471,-0.664022,-0.363277,0.574267,0.458272,-9.127611,-27.165749,18.474598,,,,,,
1480499947.43,0.482451,0.720676,2.854977,-0.261862,0.011593,0.026927,0.348595,-0.659893,-0.665600,-0.356621,0.526592,0.534192,-9.127611,-27.165749,18.474598,,,,,,
1480499947.44,0.481181,0.717778,2.858114,-0.370000,0.103492,0.078327,0.348633,-0.657713,-0.667734,-0.386292,0.501997,0.629435,-9.112817,-27.224426,18.395355,,,,,,
1480499947.45,0.480842,0.713533,2.862164,-0.526614,0.260445,0.061275,0.349695,-0.654509,-0.670322,-0.378839,0.485365,0.769641,-9.147850,-27.284748,18.288280,,,,,,
1480499947.46,0.482200,0.707473,2.866454,-0.675352,0.425808,-0.014550,0.352438,-0.649916,-0.673348,-0.351308,0.486753,0.775490,-9.147850,-27.284748,18.288280,,,,,,
1480499947.47,0.485969,0.699871,2.869943,-0.766814,0.615764,-0.143823,0.357270,-0.644119,-0.676364,-0.356141,0.480957,0.778507,-9.147850,-27.284748,18.288280,,,,,,
1480499947.48,0.492897,0.691430,2.872815,-0.791604,0.884360,-0.193308,0.364507,-0.637640,-0.678639,-0.334600,0.476141,0.751820,-9.361780,-27.647867,17.622559,,,,,,
1480499947.49,0.501207,0.684437,2.876060,-0.636188,0.974954,-0.063076,0.372267,-0.632237,-0.679481,-0.309065,0.456425,0.696006,-9.361780,-27.647867,17.622559,,,,,,
1480499947.50,0.507598,0.680698,2.880274,-0.395288,0.776253,0.152179,0.377749,-0.629336,-0.679148,-0.245638,0.440020,0.584193,-9.605166,-27.951836,17.001106,,,,,,
1480499947.51,0.509531,0.679203,2.885112,-0.274925,0.349945,0.248009,0.379519,-0.628173,-0.679238,0.164609,0.148315,0.084435,-9.787544,-28.023567,16.777531,,,,,,
1480499947.52,0.507859,0.676623,2.889321,-0.409359,0.051606,0.103216,0.379170,-0.626163,-0.681285,0.164958,0.146305,0.086482,-9.787544,-28.023567,16.777531,,,,,,
1480499947.53,0.510275,0.670912,2.892388,-0.624056,0.591323,-0.124569,0.382555,-0.621700,-0.683477,0.277692,-0.237003,-0.275248,-10.003528,-28.098583,16.522741,,,,,,
1480499947.54,0.524483,0.662022,2.893366,-0.810323,1.671643,-0.438951,0.394979,-0.614713,-0.682729,0.265269,-0.243991,-0.275996,-10.003528,-28.098583,16.522741,,,,,,
1480499947.55,0.552690,0.647418,2.891836,-1.239191,2.841905,-0.924272,0.418746,-0.603129,-0.678887,0.172318,-0.420172,-0.294334,-10.188389,-28.374929,15.926771,,,,,,
1480499947.56,0.592074,0.625959,2.890373,-1.739664,3.829726,-1.227428,0.452271,-0.585875,-0.672459,0.159667,-0.601640,-0.295040,-10.188389,-28.374929,15.926771,,,,,,
1480499947.58,0.635362,0.602645,2.893050,-1.927247,4.236370,-0.994707,0.488923,-0.566823,-0.663073,0.247237,-0.814753,-0.465726,-10.579381,-29.039404,14.401099,,,,,,
1480499947.59,0.671753,0.583446,2.902214,-1.813946,3.670657,-0.354256,0.519402,-0.550903,-0.653244,0.369331,-1.031739,-0.778275,-10.579381,-29.039404,14.401099,,,,,,
1480499947.60,0.691264,0.571106,2.916271,-1.500855,2.087811,0.258882,0.536341,-0.540563,-0.648174,0.579061,-1.282405,-1.165546,-11.225115,-29.762653,12.279375,,,,,,
1480499947.61,0.689494,0.564244,2.928844,-0.987909,-0.100261,0.337690,0.537540,-0.534777,-0.651970,1.094266,-1.537076,-1.720162,-11.225115,-29.762653,12.279375,,,,,,
1480499947.62,0.668559,0.560360,2.934380,-0.417012,-2.155299,0.016175,0.525057,-0.531491,-0.664705,1.748365,-1.780627,-2.428221,-11.759062,-30.039930,11.042148,,,,,,
1480499947.63,0.636844,0.558699,2.931674,0.150915,-3.325818,-0.347743,0.504240,-0.530083,-0.681728,2.185808,-1.929359,-3.464558,-11.596441,-30.091806,11.072834,,,,,,
1480499947.64,0.604010,0.560835,2.922171,0.751671,-3.548972,-0.531486,0.480944,-0.531894,-0.696980,2.209104,-1.927548,-3.449306,-11.596441,-30.091806,11.072834,,,,,,
1480499947.65,0.576205,0.568009,2.908487,1.279425,-3.153642,-0.511141,0.459290,-0.537955,-0.706864,0.577468,-1.216867,-2.372161,-10.532612,-30.105232,12.055752,,,,,,
1480499947.66,0.556084,0.579142,2.893672,1.551062,-2.443536,-0.391509,0.441787,-0.547306,-0.710831,0.594971,-1.207516,-2.368195,-10.532612,-30.105232,12.055752,,,,,,
1480499947.67,0.543669,0.591962,2.880300,1.552252,-1.663940,-0.216285,0.429263,-0.557990,-0.710197,0.306531,-1.066980,-1.710091,-9.421107,-29.840960,13.541119,,,,,,
1480499947.68,0.536551,0.604996,2.870315,1.398297,-1.052433,0.031707,0.420443,-0.568758,-0.706924,0.141538,-0.940336,-1.150437,-9.421107,-29.840960,13.541119,,,,,,
1480499947.69,0.531198,0.617806,2.864802,1.191383,-0.739224,0.319501,0.412929,-0.579248,-0.702824,0.017339,-0.799261,-0.637371,-8.866920,-29.413891,14.791976,,,,,,
1480499947.70,0.524056,0.630109,2.864260,0.956263,-0.697721,0.621442,0.404301,-0.589233,-0.699532,-0.064702,-0.616440,-0.200538,-8.866920,-29.413891,14.791976,,,,,,
1480499947.71,0.513334,0.642001,2.868517,0.763912,-0.799148,0.891129,0.393309,-0.598799,-0.697673,-0.088545,-0.420793,0.122447,-8.869975,-28.971348,15.639261,,,,,,
1480499947.73,0.498761,0.653948,2.875966,0.704926,-0.993391,1.063741,0.379651,-0.608325,-0.696998,-0.097272,-0.227430,0.316764,-8.869975,-28.971348,15.639261,,,,,,
1480499947.74,0.481097,0.666889,2.884301,0.815035,-1.238173,1.115729,0.363607,-0.618545,-0.696558,-0.094122,-0.018724,0.422891,-9.148829,-28.534063,16.269855,,,,,,
1480499947.75,0.461857,0.681294,2.890915,1.038000,-1.461341,1.006141,0.346132,-0.629798,-0.695375,-0.145586,0.402214,0.552660,-9.280443,-28.287577,16.621920,,,,,,
1480499947.76,0.443174,0.696673,2.894422,1.220668,-1.551237,0.802124,0.328888,-0.641669,-0.692887,-0.128342,0.414084,0.550172,-9.280443,-28.287577,16.621920,,,,,,
1480499947.77,0.427415,0.711648,2.894350,1.280224,-1.422859,0.505886,0.313911,-0.653082,-0.689161,-0.167411,0.651114,0.562864,-9.310017,-27.702854,17.563522,,,,,,
1480499947.78,0.418265,0.725488,2.890051,1.317048,-1.003124,0.180212,0.303891,-0.663500,-0.683680,-0.268979,0.847796,0.582025,-9.310017,-27.702854,17.563522,,,,,,
1480499947.79,0.416680,0.739556,2.882799,1.440128,-0.461345,0.050844,0.298999,-0.673960,-0.675557,-0.495044,1.087046,0.760655,-9.055717,-27.121826,18.574242,,,,,,
1480499947.80,0.421604,0.753892,2.874735,1.424461,0.077572,0.042423,0.298337,-0.684481,-0.665192,-0.673490,1.070193,1.071946,-8.955631,-26.831871,19.038099,,,,,,
1480499947.81,0.429980,0.765535,2.868544,1.050317,0.461291,0.077460,0.300555,-0.692923,-0.655381,-0.675708,1.078635,1.062134,-8.955631,-26.831871,19.038099,,,,,,
1480499947.82,0.436970,0.772268,2.866166,0.496279,0.482896,0.135105,0.303148,-0.697761,-0.649022,-0.607271,1.039635,1.110128,-8.955631,-26.831871,19.038099,,,,,,
1480499947.83,0.438692,0.774191,2.868291,-0.020352,0.224104,0.232682,0.303695,-0.699138,-0.647283,-0.495559,0.982722,1.126104,-9.195230,-26.131996,19.878843,,,,,,
1480499947.84,0.434302,0.772879,2.874266,-0.344030,-0.100334,0.335156,0.301236,-0.698200,-0.649442,-0.456235,0.904773,1.163556,-9.195230,-26.131996,19.878843,,,,,,
1480499947.85,0.425566,0.770595,2.882125,-0.417395,-0.366596,0.398704,0.296208,-0.696563,-0.653499,-0.388509,0.862197,1.175136,-9.398603,-26.118267,19.801622,,,,,,
1480499947.86,0.415286,0.769115,2.889222,-0.271311,-0.539278,0.363416,0.289891,-0.695500,-0.657452,-0.253254,0.863819,0.984372,-9.443226,-26.166412,19.716650,,,,,,
1480499947.88,0.405896,0.770069,2.893437,0.066531,-0.615109,0.270180,0.283443,-0.696185,-0.659535,-0.246806,0.864505,0.986455,-9.443226,-26.166412,19.716650,,,,,,
1480499947.89,0.398999,0.774574,2.893990,0.472872,-0.596816,0.176240,0.277666,-0.699411,-0.658578,-0.209810,0.859659,0.853113,-9.399442,-26.172604,19.729351,,,,,,
1480499947.90,0.395134,0.782113,2.891814,0.765865,-0.465176,0.131281,0.273081,-0.704780,-0.654761,-0.196893,0.880790,0.727347,-9.399442,-26.172604,19.729351,,,,,,
1480499947.91,0.393593,0.790770,2.888914,0.817272,-0.293561,0.140784,0.269721,-0.710895,-0.649522,-0.206748,0.920337,0.633012,-9.256756,-25.908644,20.140917,,,,,,
1480499947.92,0.392823,0.798187,2.887786,0.598539,-0.093081,0.220694,0.267195,-0.716091,-0.644841,-0.210830,0.975216,0.615712,-9.256756,-25.908644,20.140917,,,,,,
1480499947.93,0.392163,0.802086,2.890214,0.149641,0.164207,0.305730,0.265700,-0.718808,-0.642432,-0.204268,0.952557,0.735007,-9.242782,-25.551279,20.598665,,,,,,
1480499947.94,0.390816,0.800092,2.896887,-0.511549,0.372075,0.328772,0.265381,-0.717420,-0.644113,-0.204056,0.918546,0.904184,-9.242782,-25.551279,20.598665,,,,,,
1480499947.95,0.388906,0.791394,2.906647,-1.145005,0.496534,0.264007,0.266506,-0.711334,-0.650368,-0.181606,0.879241,1.089974,-9.504005,-25.503105,20.539412,,,,,,
1480499947.96,0.386500,0.777673,2.917694,-1.549896,0.505561,0.166101,0.268594,-0.701623,-0.659986,-0.198541,0.829019,1.242689,-9.504005,-25.503105,20.539412,,,,,,
1480499947.97,0.385294,0.761236,2.928464,-1.724067,0.628738,0.071867,0.272096,-0.689817,-0.670907,-0.251817,0.796613,1.334619,-9.845140,-25.984056,19.761173,,,,,,
1480499947.98,0.386888,0.744618,2.938170,-1.661089,0.817172,0.015290,0.277452,-0.677691,-0.680996,-0.305834,0.777514,1.345821,-9.993338,-26.327936,19.224333,,,,,,
1480499947.99,0.391433,0.729592,2.946495,-1.464247,0.985851,-0.004063,0.284398,-0.666565,-0.689063,-0.312749,0.774292,1.217857,-9.993338,-26.327936,19.224333,,,,,,
1480499948.00,0.398072,0.716577,2.952645,-1.231470,0.992340,-0.100831,0.292304,-0.656807,-0.695099,-0.302192,0.757332,1.015549,-10.343890,-26.965765,18.123287,,,,,,
1480499948.01,0.406222,0.704665,2.955326,-1.058558,0.903493,-0.325097,0.301030,-0.647779,-0.699831,-0.268666,0.714597,0.810915,-10.343890,-26.965765,18.123287,,,,,,
1480499948.02,0.416707,0.692747,2.952415,-0.899395,0.771218,-0.764004,0.311454,-0.638654,-0.703646,-0.194541,0.653638,0.578341,-10.611243,-27.454472,17.212074,,,,,,
1480499948.04,0.432278,0.679067,2.941660,-0.841641,0.883695,-1.396101,0.326002,-0.628068,-0.706579,-0.143431,0.559113,0.364782,-10.611243,-27.454472,17.212074,,,,,,
1480499948.05,0.456968,0.662950,2.925685,-0.852074,1.589661,-1.777228,0.347768,-0.615445,-0.707308,-0.194768,0.404919,0.154864,-10.348100,-27.986355,16.500992,,,,,,
1480499948.06,0.488687,0.643545,2.908532,-1.188783,2.063243,-2.015054,0.375561,-0.600035,-0.706337,-0.507458,-0.107088,-0.223732,-10.348100,-27.986355,16.500992,,,,,,
1480499948.07,0.521987,0.613281,2.898417,-2.426066,2.794420,-2.016450,0.407740,-0.575554,-0.708862,-0.427439,-0.738304,-0.649277,-9.814611,-28.705706,15.564635,,,,,,
1480499948.08,0.560048,0.576941,2.898660,-2.984093,3.814492,-1.606652,0.445240,-0.545463,-0.710093,-0.464939,-0.768395,-0.648046,-9.814611,-28.705706,15.564635,,,,,,
1480499948.09,0.600345,0.546541,2.906661,-2.598124,4.171725,-0.802378,0.482633,-0.519735,-0.704940,-0.021528,-1.249689,-1.062974,-9.582069,-29.873211,13.355786,,,,,,
1480499948.10,0.627964,0.526465,2.921819,-2.145915,2.879092,0.136187,0.507944,-0.502480,-0.699647,1.159231,-2.256415,-1.789016,-9.816752,-30.350143,12.045827,,,,,,
1480499948.11,0.628800,0.512485,2.942069,-1.997788,0.336507,0.655460,0.512611,-0.490344,-0.704835,1.154564,-2.268551,-1.783828,-9.816752,-30.350143,12.045827,,,,,,
1480499948.12,0.600194,0.501171,2.962111,-1.720173,-2.448730,0.719435,0.495344,-0.480453,-0.723740,1.963839,-2.545761,-2.884720,-10.495106,-30.801294,10.185040,,,,,,
1480499948.13,0.549588,0.493169,2.976724,-1.110693,-4.524637,0.548480,0.460093,-0.473420,-0.751125,2.748907,-2.713882,-3.910756,-10.495106,-30.801294,10.185040,,,,,,
1480499948.14,0.490134,0.490683,2.984194,-0.294976,-5.363033,0.375726,0.415201,-0.471228,-0.778172,2.982488,-2.612130,-4.328533,-10.318306,-30.979727,9.817900,,,,,,
1480499948.15,0.433182,0.495929,2.985393,0.626727,-5.169542,0.284612,0.369191,-0.475849,-0.798289,2.600749,-2.252758,-4.161687,-10.318306,-30.979727,9.817900,,,,,,
1480499948.16,0.385625,0.509521,2.981798,1.487448,-4.398242,0.211371,0.328361,-0.487760,-0.808870,1.911767,-1.863025,-3.671202,-9.403291,-30.912518,10.890195,,,,,,
1480499948.17,0.349444,0.529532,2.974408,2.093090,-3.500001,0.069738,0.295485,-0.505130,-0.810884,1.220979,-1.527570,-2.983565,-9.403291,-30.912518,10.890195,,,,,,
1480499948.19,0.324395,0.553283,2.963650,2.464131,-2.656245,-0.130032,0.271181,-0.525483,-0.806429,0.388533,-0.929290,-1.543485,-8.470828,-30.466194,12.753748,,,,,,
1480499948.20,0.308764,0.579989,2.950722,2.759702,-1.937654,-0.200879,0.254187,-0.548015,-0.796912,0.135476,-0.622349,-0.970834,-8.039164,-30.135365,13.778010,,,,,,
1480499948.21,0.300400,0.609667,2.937446,3.016723,-1.334168,-0.121744,0.242592,-0.572594,-0.783125,-0.055641,-0.314002,-0.473665,-8.039164,-30.135365,13.778010,,,,,,
1480499948.22,0.296951,0.642035,2.925299,3.203837,-0.888080,0.057928,0.234342,-0.598826,-0.765827,-0.141172,-0.005254,-0.045834,-7.365619,-29.266945,15.868062,,,,,,
1480499948.23,0.295676,0.676145,2.915239,3.279871,-0.644210,0.279244,0.227279,-0.625791,-0.746144,-0.111419,0.273709,0.270497,-7.365619,-29.266945,15.868062,,,,,,
1480499948.24,0.294208,0.711135,2.908201,3.271537,-0.538870,0.530459,0.219697,-0.652694,-0.725068,-0.036012,0.482086,0.502488,-7.132802,-28.084631,17.971605,,,,,,
1480499948.25,0.290257,0.745963,2.905058,3.136933,-0.584569,0.795369,0.210194,-0.678679,-0.703713,0.083949,0.843276,0.818749,-7.132802,-28.084631,17.971605,,,,,,
1480499948.26,0.281960,0.778476,2.906436,2.787003,-0.725174,0.976113,0.198102,-0.702195,-0.683870,0.126819,1.022813,0.940080,-7.253988,-26.682465,19.950630,,,,,,
1480499948.27,0.270291,0.805288,2.910709,2.161827,-0.815754,0.938849,0.185013,-0.721030,-0.667746,0.098587,1.161247,1.057822,-7.371060,-25.978228,20.818287,,,,,,
1480499948.28,0.259414,0.824662,2.915545,1.516852,-0.621100,0.689215,0.174123,-0.734318,-0.656093,0.029002,1.259953,1.195857,-7.371060,-25.978228,20.818287,,,,,,
1480499948.29,0.255465,0.838540,2.916673,1.172891,-0.168070,0.315357,0.168939,-0.743668,-0.646852,-0.099726,1.322663,1.371156,-7.498109,-24.923697,22.027021,,,,,,
1480499948.30,0.259014,0.848902,2.914980,0.865487,0.334597,0.094858,0.169251,-0.750556,-0.638765,-0.299240,1.324225,1.571474,-7.498109,-24.923697,22.027021,,,,,,
1480499948.31,0.268349,0.852868,2.913187,0.217974,0.901103,-0.041814,0.174416,-0.753170,-0.634282,-0.457390,1.331158,1.717580,-7.623872,-24.354321,22.612949,,,,,,
1480499948.32,0.282224,0.850313,2.912327,-0.338839,1.307437,-0.139243,0.183735,-0.751487,-0.633647,-0.588276,1.348930,1.714427,-7.623872,-24.354321,22.612949,,,,,,
1480499948.34,0.297450,0.843609,2.911519,-0.652319,1.372607,-0.261385,0.194833,-0.747047,-0.635579,-0.560113,1.362236,1.659276,-8.070496,-24.323391,22.490923,,,,,,
1480499948.35,0.313431,0.834485,2.909446,-0.801926,1.341829,-0.419864,0.207058,-0.740951,-0.638842,-0.551083,1.255569,1.676866,-8.070496,-24.323391,22.490923,,,,,,
1480499948.36,0.330915,0.824561,2.905043,-0.772854,1.328869,-0.604167,0.220574,-0.734250,-0.642047,-0.479439,1.238095,1.547473,-8.556564,-24.700583,21.892199,,,,,,
1480499948.37,0.350970,0.815670,2.897227,-0.546806,1.347131,-0.795484,0.235640,-0.728185,-0.643600,-0.413466,1.287160,1.311080,-8.556564,-24.700583,21.892199,,,,,,
1480499948.38,0.374408,0.809584,2.885114,-0.146157,1.379616,-0.968295,0.252275,-0.724000,-0.642013,-0.398042,1.328691,1.093292,-8.824656,-25.147572,21.267977,,,,,,
1480499948.39,0.401094,0.807321,2.869096,0.298292,1.416344,-1.049484,0.269954,-0.722438,-0.636560,-0.387203,1.324427,0.790887,-8.883780,-25.293530,21.069353,,,,,,
1480499948.40,0.428615,0.807548,2.851157,0.523756,1.331984,-1.050662,0.287301,-0.722595,-0.628741,-0.403512,1.282012,0.659259,-8.883780,-25.293530,21.069353,,,,,,
1480499948.41,0.454261,0.807077,2.833420,0.400430,1.154663,-1.057023,0.303479,-0.722269,-0.621473,-0.418316,1.220178,0.572416,-8.940593,-25.339674,20.989727,,,,,,
1480499948.42,0.476231,0.803359,2.818046,0.035063,0.970659,-1.040674,0.318287,-0.719692,-0.617038,-0.412891,1.131130,0.545673,-8.940593,-25.339674,20.989727,,,,,,
1480499948.43,0.493372,0.795161,2.806661,-0.457150,0.800578,-1.006534,0.331600,-0.713976,-0.616668,-0.421260,1.007281,0.616302,-8.868212,-25.408451,20.937223,,,,,,
1480499948.44,0.506343,0.782352,2.799670,-0.950585,0.736880,-0.964036,0.343977,-0.704950,-0.620263,-0.431791,0.904977,0.766747,-8.868212,-25.408451,20.937223,,,,,,
1480499948.45,0.515922,0.765918,2.797260,-1.357173,0.741301,-0.865740,0.355571,-0.693199,-0.626933,-0.418697,0.819084,0.904338,-8.675122,-25.852663,20.469101,,,,,,
1480499948.46,0.522896,0.746924,2.798991,-1.674887,0.774377,-0.751874,0.366444,-0.679385,-0.635732,-0.408940,0.706240,0.981816,-8.675122,-25.852663,20.469101,,,,,,
1480499948.47,0.528219,0.726141,2.804249,-1.917464,0.850270,-0.629647,0.376859,-0.663989,-0.645829,-0.388379,0.583942,0.985978,-8.528007,-26.618351,19.527891,,,,,,
1480499948.48,0.532799,0.704970,2.811853,-1.981123,0.899780,-0.506427,0.386868,-0.648011,-0.656061,-0.349285,0.498337,0.925363,-8.528007,-26.618351,19.527891,,,,,,
1480499948.50,0.536391,0.685323,2.820474,-1.852507,0.825068,-0.370458,0.395652,-0.632923,-0.665483,-0.273277,0.436009,0.831025,-8.529460,-27.504164,18.258453,,,,,,
1480499948.51,0.538551,0.668373,2.828729,-1.604348,0.625147,-0.272459,0.402534,-0.619710,-0.673741,-0.191917,0.393193,0.706608,-8.573473,-27.904827,17.618687,,,,,,
1480499948.52,0.538264,0.654564,2.836053,-1.309050,0.309880,-0.173587,0.406689,-0.608814,-0.681139,-0.122662,0.323581,0.519548,-8.573473,-27.904827,17.618687,,,,,,
1480499948.53,0.534683,0.643879,2.842295,-1.030095,-0.078545,-0.101227,0.407539,-0.600303,-0.688149,0.042275,0.148475,-0.022758,-8.622866,-28.509050,16.597652,,,,,,
1480499948.54,0.527068,0.633778,2.846460,-1.001394,-0.643772,-0.270822,0.405317,-0.592193,-0.696438,0.073443,0.005584,-0.257999,-8.622866,-28.509050,16.597652,,,,,,
1480499948.55,0.513490,0.616586,2.849965,-1.774813,-1.182514,-0.671081,0.400766,-0.578253,-0.710641,0.061194,-0.205912,-0.451942,-8.445018,-28.898758,16.004543,,,,,,
1480499948.56,0.498089,0.587092,2.857802,-3.016023,-0.887855,-0.816928,0.397751,-0.553943,-0.731397,-0.009522,-0.481549,-0.566668,-8.445018,-28.898758,16.004543,,,,,,
1480499948.57,0.489854,0.547499,2.871973,-4.019341,0.287518,-0.743123,0.401724,-0.520554,-0.753420,-0.141073,-0.785446,-0.603804,-7.664434,-29.716326,14.859284,,,,,,
1480499948.58,0.498015,0.502834,2.891926,-4.525312,2.219034,-0.457883,0.418555,-0.481911,-0.769788,-0.092246,-1.071037,-0.436008,-7.664434,-29.716326,14.859284,,,,,,
1480499948.59,0.525555,0.463685,2.917248,-4.013293,4.093552,0.233316,0.448720,-0.447247,-0.773706,0.111308,-1.512073,-0.334708,-7.457984,-31.011244,12.053349,,,,,,
1480499948.60,0.564420,0.441590,2.941880,-2.383631,4.679388,0.827003,0.483612,-0.427378,-0.763850,0.343201,-2.032782,-0.681370,-7.457984,-31.011244,12.053349,,,,,,
1480499948.61,0.600765,0.438532,2.956740,-0.462269,3.635506,0.869727,0.511785,-0.424611,-0.746848,0.704127,-2.416438,-1.418924,-8.626329,-31.745079,8.968736,,,,,,
1480499948.62,0.621873,0.447833,2.958483,0.924060,1.446316,0.528838,0.525111,-0.433013,-0.732638,1.268773,-2.527055,-2.514662,-9.297261,-31.745319,8.270281,,,,,,
1480499948.63,0.619499,0.462765,2.951307,1.630710,-1.171138,0.272276,0.519558,-0.446424,-0.728536,1.760944,-2.291094,-3.825755,-9.297261,-31.745319,8.270281,,,,,,
1480499948.65,0.594167,0.480995,2.940215,2.005627,-3.326466,0.208510,0.496299,-0.462661,-0.734596,1.976540,-1.847230,-4.745644,-9.749369,-31.457455,8.830647,,,,,,
1480499948.66,0.553281,0.501590,2.928541,2.170320,-4.599794,0.253832,0.460753,-0.480820,-0.746002,1.918413,-1.433777,-4.885254,-9.749369,-31.457455,8.830647,,,,,,
1480499948.67,0.504761,0.524128,2.918849,2.228004,-5.042357,0.442532,0.418680,-0.500458,-0.757792,1.226202,-1.128937,-3.606191,-9.137250,-30.983362,10.915306,,,,,,
1480499948.68,0.454769,0.548789,2.913854,2.232336,-4.820790,0.802320,0.374753,-0.521654,-0.766444,0.947573,-0.985426,-2.663243,-9.137250,-30.983362,10.915306,,,,,,
1480499948.69,0.408705,0.575214,2.914333,2.226051,-4.062638,1.146488,0.333467,-0.544015,-0.769966,0.745177,-0.784797,-1.768913,-8.212659,-30.306559,13.291597,,,,,,
1480499948.70,0.370886,0.602242,2.919572,2.160151,-2.984987,1.389494,0.298676,-0.566491,-0.768037,0.779968,-0.762320,-1.770843,-8.212659,-30.306559,13.291597,,,,,,
1480499948.71,0.342636,0.628140,2.928503,1.976135,-1.893447,1.505499,0.271842,-0.587641,-0.762089,0.661431,-0.547384,-0.994243,-7.828022,-29.424870,15.346043,,,,,,
1480499948.72,0.322576,0.651086,2.939649,1.673438,-1.062988,1.473742,0.252159,-0.606050,-0.754400,0.547158,-0.363569,-0.357172,-7.828022,-29.424870,15.346043,,,,,,
1480499948.73,0.308324,0.669990,2.951461,1.322918,-0.541668,1.335959,0.237862,-0.620978,-0.746865,0.194770,0.102439,0.494546,-8.164981,-28.519808,16.809391,,,,,,
1480499948.74,0.298133,0.684933,2.962460,1.027673,-0.252813,1.123776,0.227487,-0.632621,-0.740298,-0.095423,0.606986,0.879519,-8.462924,-28.140205,17.294788,,,,,,
1480499948.75,0.290264,0.697199,2.971299,0.887924,-0.210625,0.884238,0.219418,-0.642073,-0.734574,-0.087353,0.616438,0.873795,-8.462924,-28.140205,17.294788,,,,,,
1480499948.76,0.283109,0.708423,2.977783,0.878223,-0.305377,0.695263,0.212130,-0.650637,-0.729159,-0.173449,0.840380,0.926257,-8.462924,-28.140205,17.294788,,,,,,
1480499948.77,0.276211,0.719547,2.981961,0.931727,-0.413636,0.529760,0.205108,-0.659044,-0.723596,-0.201522,1.016481,0.916452,-9.162075,-27.322380,18.224873,,,,,,
1480499948.78,0.269987,0.730661,2.983804,0.978674,-0.483733,0.357903,0.198634,-0.667362,-0.717755,-0.210689,1.156223,0.867719,-9.162075,-27.322380,18.224873,,,,,,
1480499948.80,0.265743,0.742078,2.982132,1.093982,-0.496848,0.102222,0.193573,-0.675821,-0.711193,-0.201644,1.237222,0.833660,-9.274863,-26.852514,18.855270,,,,,,
1480499948.81,0.266162,0.754393,2.975771,1.269400,-0.301227,-0.191106,0.191667,-0.684847,-0.703028,-0.211854,1.243410,0.872797,-9.221569,-26.619831,19.208046,,,,,,
1480499948.82,0.273233,0.767156,2.965315,1.352689,0.096497,-0.414119,0.194259,-0.694090,-0.693183,-0.214446,1.252654,0.862952,-9.221569,-26.619831,19.208046,,,,,,
1480499948.83,0.286527,0.779538,2.953067,1.325907,0.556325,-0.471758,0.201012,-0.702951,-0.682242,-0.242104,1.238260,0.914450,-9.007236,-26.129210,19.968376,,,,,,
1480499948.84,0.303606,0.790850,2.941550,1.192402,0.912103,-0.399223,0.210243,-0.710951,-0.671078,-0.293450,1.232695,0.962003,-9.007236,-26.129210,19.968376,,,,,,
1480499948.85,0.321150,0.799832,2.931869,0.913058,0.993441,-0.334113,0.219959,-0.717239,-0.661201,-0.342075,1.196655,1.036811,-9.038976,-25.656923,20.557753,,,,,,
1480499948.86,0.336058,0.804887,2.924097,0.501816,0.813619,-0.325747,0.228593,-0.720752,-0.654417,-0.353669,1.113437,1.123030,-9.038976,-25.656923,20.557753,,,,,,
1480499948.87,0.346296,0.805609,2.918963,0.070117,0.542722,-0.277872,0.235104,-0.721252,-0.651553,-0.221402,0.990341,1.207278,-9.269262,-25.367516,20.812780,,,,,,
1480499948.88,0.351965,0.802668,2.916437,-0.281197,0.303931,-0.240698,0.239524,-0.719212,-0.652198,-0.218559,0.965352,1.204932,-9.326346,-25.357517,20.799458,,,,,,
1480499948.89,0.354284,0.796963,2.915587,-0.547138,0.112829,-0.235977,0.242455,-0.715237,-0.655479,-0.221490,0.961376,1.208213,-9.326346,-25.357517,20.799458,,,,,,
1480499948.90,0.353788,0.788704,2.916083,-0.794672,-0.049349,-0.234471,0.244169,-0.709440,-0.661117,-0.233793,0.956129,1.215225,-9.326346,-25.357517,20.799458,,,,,,
1480499948.91,0.350955,0.778728,2.918121,-0.956626,-0.151789,-0.173154,0.244716,-0.702375,-0.668419,-0.245967,0.932477,1.200264,-9.241722,-25.741507,20.360931,,,,,,
1480499948.93,0.340840,0.758542,2.928581,-1.014776,-0.068559,0.126625,0.242633,-0.687864,-0.684085,-0.305271,0.875974,1.125278,-9.159520,-25.960304,20.118839,,,,,,
1480499948.92,0.346256,0.768434,2.922280,-1.004911,-0.166609,-0.026621,0.244013,-0.695010,-0.676328,-0.306650,0.883120,1.117520,-9.159520,-25.960304,20.118839,,,,,,
